# proved 1	predict(test00581,X1)  #v:[?].	269 msec
# proved 1658	predict(test00966,X1)  #v:[?].	5 msec
1	0.23438147765710526	predict(test00966,ship).
2	0.23180074654656604	predict(test00966,acq).
3	0.15161410714192455	predict(test00966,earn).
4	0.1474739794324076	predict(test00966,crude).
5	0.10968087934065611	predict(test00966,trade).
6	0.07029033607285261	predict(test00966,money-fx).
7	0.05475847380848779	predict(test00966,grain).
# proved 1659	predict(test00444,X1)  #v:[?].	2 msec
1	1.0	predict(test00444,earn).
# proved 1660	predict(test00638,X1)  #v:[?].	7 msec
1	0.33621482863519886	predict(test00638,earn).
2	0.3162207541104934	predict(test00638,ship).
3	0.23840998914121456	predict(test00638,acq).
4	0.10915442811309314	predict(test00638,grain).
# proved 1661	predict(test00532,X1)  #v:[?].	2 msec
1	0.42909385813185946	predict(test00532,acq).
2	0.42847045793384975	predict(test00532,ship).
3	0.11826832630118432	predict(test00532,earn).
4	0.02416735763310641	predict(test00532,money-fx).
# proved 1662	predict(test00278,X1)  #v:[?].	2 msec
1	0.40554200699531184	predict(test00278,ship).
2	0.40099562695123286	predict(test00278,interest).
3	0.19346236605345538	predict(test00278,money-fx).
# proved 1663	predict(test01354,X1)  #v:[?].	4 msec
1	0.39122575296031203	predict(test01354,acq).
2	0.37139739646769376	predict(test01354,ship).
3	0.23737685057199429	predict(test01354,earn).
# proved 1664	predict(test00044,X1)  #v:[?].	5 msec
1	0.14603615651645066	predict(test00044,earn).
2	0.14465487763277673	predict(test00044,ship).
3	0.12973632723122194	predict(test00044,acq).
4	0.12817115946654667	predict(test00044,crude).
5	0.12125694341528885	predict(test00044,grain).
6	0.1190570287755836	predict(test00044,trade).
7	0.10582709976714788	predict(test00044,interest).
8	0.10526040719498371	predict(test00044,money-fx).
# proved 1665	predict(test00974,X1)  #v:[?].	2 msec
1	1.0	predict(test00974,earn).
# proved 1666	predict(test02163,X1)  #v:[?].	6 msec
1	0.299995246438864	predict(test02163,ship).
2	0.265325518224863	predict(test02163,money-fx).
3	0.24994341860157956	predict(test02163,interest).
4	0.10798094053319768	predict(test02163,acq).
5	0.07675487620149564	predict(test02163,trade).
# proved 1667	predict(test02119,X1)  #v:[?].	8 msec
1	0.14144309159362908	predict(test02119,ship).
2	0.1381140449691642	predict(test02119,acq).
3	0.13256703420074178	predict(test02119,earn).
4	0.12119194221614953	predict(test02119,trade).
5	0.12061008145506864	predict(test02119,grain).
6	0.12012187923315634	predict(test02119,crude).
7	0.11823613119422836	predict(test02119,money-fx).
8	0.10771579513786213	predict(test02119,interest).
# proved 1668	predict(test01252,X1)  #v:[?].	4 msec
1	0.2655867325830292	predict(test01252,ship).
2	0.23368468610739768	predict(test01252,trade).
3	0.18520347710514298	predict(test01252,interest).
4	0.15903355018331697	predict(test01252,money-fx).
5	0.15649155402111325	predict(test01252,earn).
# proved 1669	predict(test01988,X1)  #v:[?].	6 msec
1	0.23421760066965253	predict(test01988,ship).
2	0.20389209208276274	predict(test01988,money-fx).
3	0.17302400746925448	predict(test01988,interest).
4	0.15039354024005	predict(test01988,trade).
5	0.13483566934866126	predict(test01988,acq).
6	0.10363709018961884	predict(test01988,crude).
# proved 1670	predict(test01342,X1)  #v:[?].	8 msec
1	0.1451227061473941	predict(test01342,ship).
2	0.14299432143731108	predict(test01342,acq).
3	0.12395219405979327	predict(test01342,earn).
4	0.12114616136132202	predict(test01342,money-fx).
5	0.1175030419052	predict(test01342,trade).
6	0.11674773842441188	predict(test01342,crude).
7	0.1165316858306349	predict(test01342,grain).
8	0.11600215083393264	predict(test01342,interest).
# proved 1671	predict(test00778,X1)  #v:[?].	5 msec
1	0.20667179542302902	predict(test00778,acq).
2	0.18516062348388806	predict(test00778,ship).
3	0.15977797926700638	predict(test00778,earn).
4	0.13473667144267623	predict(test00778,crude).
5	0.12048353201161613	predict(test00778,money-fx).
6	0.11816020075518711	predict(test00778,trade).
7	0.03879270947774383	predict(test00778,interest).
8	0.03621648813885307	predict(test00778,grain).
# proved 1672	predict(test00975,X1)  #v:[?].	3 msec
1	0.35889855040337587	predict(test00975,ship).
2	0.352250832504773	predict(test00975,acq).
3	0.16146508205370758	predict(test00975,interest).
4	0.11208762161961393	predict(test00975,trade).
5	0.015297913418529555	predict(test00975,crude).
# proved 1673	predict(test01356,X1)  #v:[?].	4 msec
1	0.5485200702352	predict(test01356,acq).
2	0.4514799297647999	predict(test01356,ship).
# proved 1674	predict(test02019,X1)  #v:[?].	9 msec
1	0.2623722892374528	predict(test02019,ship).
2	0.23238996393769087	predict(test02019,money-fx).
3	0.19099966069178081	predict(test02019,acq).
4	0.18341897587963185	predict(test02019,interest).
5	0.08143550241829936	predict(test02019,earn).
6	0.04938360783514432	predict(test02019,crude).
# proved 1675	predict(test01063,X1)  #v:[?].	3 msec
1	1.0	predict(test01063,earn).
# proved 1676	predict(test00066,X1)  #v:[?].	4 msec
1	0.27555613290649406	predict(test00066,ship).
2	0.2688825375798446	predict(test00066,acq).
3	0.18057764226782638	predict(test00066,earn).
4	0.15569601995222643	predict(test00066,crude).
5	0.09650597838230636	predict(test00066,trade).
6	0.01998794661343736	predict(test00066,interest).
7	0.0027937422978648744	predict(test00066,grain).
# proved 1677	predict(test01778,X1)  #v:[?].	5 msec
1	0.5070638230630318	predict(test01778,earn).
2	0.4929361769369682	predict(test01778,ship).
# proved 1678	predict(test01670,X1)  #v:[?].	2 msec
1	0.22566681304040148	predict(test01670,earn).
2	0.15016780829024814	predict(test01670,acq).
3	0.14422016453800848	predict(test01670,trade).
4	0.1370502263726768	predict(test01670,crude).
5	0.13520070263893502	predict(test01670,money-fx).
6	0.13354578603006845	predict(test01670,interest).
7	0.07414849908966165	predict(test01670,grain).
# proved 1679	predict(test01375,X1)  #v:[?].	7 msec
1	0.18684355365926036	predict(test01375,ship).
2	0.15674612068292385	predict(test01375,crude).
3	0.1491261908533216	predict(test01375,trade).
4	0.14194513142709456	predict(test01375,money-fx).
5	0.13070108336088954	predict(test01375,grain).
6	0.1303604228164294	predict(test01375,acq).
7	0.10427749720008078	predict(test01375,interest).
# proved 1680	predict(test00635,X1)  #v:[?].	3 msec
1	0.5404828006363325	predict(test00635,earn).
2	0.45951719936366753	predict(test00635,ship).
# proved 1681	predict(test01641,X1)  #v:[?].	2 msec
1	1.0	predict(test01641,earn).
# proved 1682	predict(test00067,X1)  #v:[?].	3 msec
1	1.0	predict(test00067,earn).
# proved 1683	predict(test01801,X1)  #v:[?].	3 msec
1	0.5287342371214875	predict(test01801,earn).
2	0.23126003067063117	predict(test01801,acq).
3	0.17315980914864904	predict(test01801,trade).
4	0.06684592305923234	predict(test01801,crude).
# proved 1684	predict(test00751,X1)  #v:[?].	5 msec
1	0.3744274111648193	predict(test00751,ship).
2	0.31239155338370117	predict(test00751,money-fx).
3	0.3009574805788349	predict(test00751,trade).
4	0.012223554872644477	predict(test00751,interest).
# proved 1685	predict(test01012,X1)  #v:[?].	4 msec
1	0.24111234326890382	predict(test01012,acq).
2	0.20066418882436465	predict(test01012,ship).
3	0.17307324152627981	predict(test01012,earn).
4	0.11829194130920863	predict(test01012,crude).
5	0.09404314966469653	predict(test01012,money-fx).
6	0.08851535928978042	predict(test01012,trade).
7	0.08429977611676612	predict(test01012,interest).
# proved 1686	predict(test02165,X1)  #v:[?].	2 msec
1	0.23881761918983113	predict(test02165,earn).
2	0.1464837621718332	predict(test02165,trade).
3	0.13960270978928457	predict(test02165,money-fx).
4	0.13482599963717226	predict(test02165,crude).
5	0.11781051716064939	predict(test02165,interest).
6	0.1120969152261176	predict(test02165,grain).
7	0.11036247682511187	predict(test02165,acq).
# proved 1687	predict(test00564,X1)  #v:[?].	3 msec
1	1.0	predict(test00564,earn).
# proved 1688	predict(test00881,X1)  #v:[?].	5 msec
1	0.17790591698532546	predict(test00881,ship).
2	0.17516178997411636	predict(test00881,acq).
3	0.14221478055957973	predict(test00881,earn).
4	0.12805280797660243	predict(test00881,crude).
5	0.11726724524675725	predict(test00881,grain).
6	0.09903590166963244	predict(test00881,money-fx).
7	0.08807458246497236	predict(test00881,trade).
8	0.07228697512301394	predict(test00881,interest).
# proved 1689	predict(test00783,X1)  #v:[?].	2 msec
1	0.23512724907396215	predict(test00783,earn).
2	0.14513984024262522	predict(test00783,trade).
3	0.13541009938574103	predict(test00783,money-fx).
4	0.1296864021902423	predict(test00783,crude).
5	0.12012374977756869	predict(test00783,acq).
6	0.1179324601748962	predict(test00783,grain).
7	0.11658019915496427	predict(test00783,interest).
# proved 1690	predict(test01428,X1)  #v:[?].	5 msec
1	0.22766382747141656	predict(test01428,acq).
2	0.21903145142098246	predict(test01428,ship).
3	0.19200607153705046	predict(test01428,earn).
4	0.1363023120266042	predict(test01428,crude).
5	0.09294486252899099	predict(test01428,trade).
6	0.07939412607871091	predict(test01428,grain).
7	0.05265734893624437	predict(test01428,money-fx).
# proved 1691	predict(test02061,X1)  #v:[?].	5 msec
1	0.273220263944333	predict(test02061,ship).
2	0.2636304554977356	predict(test02061,crude).
3	0.23536080348639019	predict(test02061,acq).
4	0.22778847707154126	predict(test02061,earn).
# proved 1692	predict(test01608,X1)  #v:[?].	18 msec
1	0.1377020424766634	predict(test01608,ship).
2	0.1307159076690842	predict(test01608,money-fx).
3	0.13045723558731953	predict(test01608,interest).
4	0.12849630768444376	predict(test01608,trade).
5	0.12549374319605358	predict(test01608,crude).
6	0.12093843894908322	predict(test01608,acq).
7	0.12069792076215478	predict(test01608,grain).
8	0.10549840367519742	predict(test01608,earn).
# proved 1693	predict(test01067,X1)  #v:[?].	5 msec
1	0.7067084942741458	predict(test01067,ship).
2	0.11749810864973757	predict(test01067,crude).
3	0.11183217619258638	predict(test01067,trade).
4	0.06396122088353028	predict(test01067,acq).
# proved 1694	predict(test01420,X1)  #v:[?].	3 msec
1	0.17086900411803618	predict(test01420,acq).
2	0.1421412505549003	predict(test01420,money-fx).
3	0.12722679879696788	predict(test01420,grain).
4	0.12309859912868315	predict(test01420,trade).
5	0.11982835107065729	predict(test01420,earn).
6	0.11031474217387854	predict(test01420,interest).
7	0.1055225971745468	predict(test01420,crude).
8	0.10099865698232982	predict(test01420,ship).
# proved 1695	predict(test01491,X1)  #v:[?].	4 msec
1	0.5200828427376616	predict(test01491,acq).
2	0.47991715726233836	predict(test01491,ship).
# proved 1696	predict(test02070,X1)  #v:[?].	3 msec
1	0.5645970358544737	predict(test02070,earn).
2	0.43540296414552626	predict(test02070,ship).
# proved 1697	predict(test01753,X1)  #v:[?].	2 msec
1	0.25218405328559107	predict(test01753,earn).
2	0.17401729119686107	predict(test01753,ship).
3	0.1325063780144634	predict(test01753,money-fx).
4	0.1274526251102181	predict(test01753,trade).
5	0.11840811645732897	predict(test01753,grain).
6	0.10350116360403197	predict(test01753,crude).
7	0.09193037233150543	predict(test01753,interest).
# proved 1698	predict(test01513,X1)  #v:[?].	4 msec
1	0.8056991258307563	predict(test01513,earn).
2	0.1943008741692436	predict(test01513,ship).
# proved 1699	predict(test01861,X1)  #v:[?].	2 msec
1	1.0	predict(test01861,earn).
# proved 1700	predict(test01967,X1)  #v:[?].	5 msec
1	0.19612251623036167	predict(test01967,ship).
2	0.1868921833564622	predict(test01967,acq).
3	0.12331336707012072	predict(test01967,interest).
4	0.1219254477589315	predict(test01967,money-fx).
5	0.11050033815252062	predict(test01967,grain).
6	0.10091818376974022	predict(test01967,earn).
7	0.0874158104472772	predict(test01967,crude).
8	0.07291215321458576	predict(test01967,trade).
# proved 1701	predict(test00995,X1)  #v:[?].	7 msec
1	0.2930437793858753	predict(test00995,ship).
2	0.2544819574294055	predict(test00995,crude).
3	0.21808115148540147	predict(test00995,acq).
4	0.10264187424837823	predict(test00995,earn).
5	0.07434222057383669	predict(test00995,money-fx).
6	0.05740901687710287	predict(test00995,trade).
# proved 1702	predict(test00475,X1)  #v:[?].	18 msec
1	0.422474192073947	predict(test00475,ship).
2	0.4172253140012742	predict(test00475,acq).
3	0.1603004939247789	predict(test00475,interest).
# proved 1703	predict(test01272,X1)  #v:[?].	7 msec
1	0.2727193240125306	predict(test01272,acq).
2	0.2699649130266614	predict(test01272,ship).
3	0.19435598318950786	predict(test01272,interest).
4	0.17646024926370713	predict(test01272,earn).
5	0.08649953050759306	predict(test01272,money-fx).
# proved 1704	predict(test00338,X1)  #v:[?].	2 msec
1	0.551949340976848	predict(test00338,earn).
2	0.1556672500703792	predict(test00338,grain).
3	0.14489158780819292	predict(test00338,trade).
4	0.06806717827435495	predict(test00338,money-fx).
5	0.04385221770901193	predict(test00338,acq).
6	0.03557242516121298	predict(test00338,crude).
# proved 1705	predict(test00302,X1)  #v:[?].	2 msec
1	0.3562503159307355	predict(test00302,earn).
2	0.26394385843120904	predict(test00302,acq).
3	0.24386552580526136	predict(test00302,ship).
4	0.07653854650587111	predict(test00302,money-fx).
5	0.059401753326923004	predict(test00302,trade).
# proved 1706	predict(test00319,X1)  #v:[?].	8 msec
1	0.3549200166800423	predict(test00319,ship).
2	0.3450703826445377	predict(test00319,earn).
3	0.30000960067542004	predict(test00319,acq).
# proved 1707	predict(test00842,X1)  #v:[?].	4 msec
1	0.1571196146655299	predict(test00842,ship).
2	0.13284492676186124	predict(test00842,trade).
3	0.13281803894037067	predict(test00842,crude).
4	0.12355131306962225	predict(test00842,acq).
5	0.12312743170191104	predict(test00842,money-fx).
6	0.12117431608103837	predict(test00842,grain).
7	0.11271685169201033	predict(test00842,interest).
8	0.09664750708765622	predict(test00842,earn).
# proved 1708	predict(test00973,X1)  #v:[?].	3 msec
1	0.29678267436353	predict(test00973,acq).
2	0.27902927239294273	predict(test00973,ship).
3	0.26956483626070604	predict(test00973,earn).
4	0.15462321698282122	predict(test00973,crude).
# proved 1709	predict(test01796,X1)  #v:[?].	3 msec
1	0.6579087787004534	predict(test01796,earn).
2	0.27081444080452954	predict(test01796,ship).
3	0.07127678049501697	predict(test01796,trade).
# proved 1710	predict(test01160,X1)  #v:[?].	2 msec
1	0.5544966235264442	predict(test01160,crude).
2	0.4455033764735558	predict(test01160,earn).
# proved 1711	predict(test00449,X1)  #v:[?].	7 msec
1	0.31068590458446443	predict(test00449,ship).
2	0.23108759699383238	predict(test00449,trade).
3	0.21402656623210684	predict(test00449,acq).
4	0.13573885127568394	predict(test00449,crude).
5	0.09909262220168637	predict(test00449,grain).
6	0.009368458712226078	predict(test00449,money-fx).
# proved 1712	predict(test00647,X1)  #v:[?].	4 msec
1	0.1406436779848937	predict(test00647,acq).
2	0.13337215429729027	predict(test00647,ship).
3	0.1330971615346445	predict(test00647,earn).
4	0.12286972449141338	predict(test00647,trade).
5	0.12192421084452505	predict(test00647,crude).
6	0.12091345406534594	predict(test00647,grain).
7	0.11495150932022599	predict(test00647,money-fx).
8	0.1122281074616612	predict(test00647,interest).
# proved 1713	predict(test01144,X1)  #v:[?].	6 msec
1	0.28936395010561183	predict(test01144,earn).
2	0.265208753478694	predict(test01144,ship).
3	0.22047080833005409	predict(test01144,acq).
4	0.1497561473270735	predict(test01144,trade).
5	0.06981327701421243	predict(test01144,interest).
6	0.00538706374435409	predict(test01144,money-fx).
# proved 1714	predict(test00760,X1)  #v:[?].	10 msec
1	0.14523206048088005	predict(test00760,ship).
2	0.1377919084530943	predict(test00760,trade).
3	0.12803179393785935	predict(test00760,acq).
4	0.1260714579885901	predict(test00760,money-fx).
5	0.12077228073818336	predict(test00760,crude).
6	0.12059806527549531	predict(test00760,earn).
7	0.1202275658802194	predict(test00760,grain).
8	0.10127486724567812	predict(test00760,interest).
# proved 1715	predict(test01437,X1)  #v:[?].	2 msec
1	1.0	predict(test01437,earn).
# proved 1716	predict(test00985,X1)  #v:[?].	5 msec
1	0.16906656261543956	predict(test00985,ship).
2	0.16419745131238606	predict(test00985,acq).
3	0.14675296430195015	predict(test00985,earn).
4	0.1317272189954077	predict(test00985,money-fx).
5	0.10962161485413803	predict(test00985,trade).
