# proved 1	predict(train00626,X1)  #v:[?].	352 msec
# proved 5184	predict(train04145,X1)  #v:[?].	3 msec
1	0.6611071776055009	predict(train04145,earn).
2	0.33889282239449914	predict(train04145,acq).
# proved 5185	predict(train03527,X1)  #v:[?].	10 msec
1	0.4838324806255156	predict(train03527,earn).
2	0.3970780198905287	predict(train03527,crude).
3	0.1190894994839558	predict(train03527,acq).
# proved 5186	predict(train01342,X1)  #v:[?].	22 msec
1	0.35079184555645676	predict(train01342,earn).
2	0.2856974516038825	predict(train01342,interest).
3	0.21897461333606832	predict(train01342,money-fx).
4	0.14453608950359223	predict(train01342,trade).
# proved 5187	predict(train04849,X1)  #v:[?].	4 msec
1	1.0	predict(train04849,earn).
# proved 5188	predict(train04083,X1)  #v:[?].	11 msec
1	0.5302703904294777	predict(train04083,earn).
2	0.46972960957052234	predict(train04083,acq).
# proved 5189	predict(train01047,X1)  #v:[?].	10 msec
1	0.513606209628017	predict(train01047,earn).
2	0.486393790371983	predict(train01047,acq).
# proved 5190	predict(train04391,X1)  #v:[?].	6 msec
1	0.38449463152979924	predict(train04391,earn).
2	0.35720908123626893	predict(train04391,acq).
3	0.2582962872339319	predict(train04391,crude).
# proved 5191	predict(train03512,X1)  #v:[?].	1 msec
1	0.4962283272859187	predict(train03512,earn).
2	0.28427002516873884	predict(train03512,money-fx).
3	0.20913906700825147	predict(train03512,interest).
4	0.010362580537091036	predict(train03512,trade).
# proved 5192	predict(train02266,X1)  #v:[?].	4 msec
1	0.5178290214950443	predict(train02266,earn).
2	0.4821709785049556	predict(train02266,acq).
# proved 5193	predict(train05168,X1)  #v:[?].	8 msec
1	0.4819038211119341	predict(train05168,earn).
2	0.38277934163775507	predict(train05168,crude).
3	0.13531683725031077	predict(train05168,acq).
# proved 5194	predict(train05385,X1)  #v:[?].	9 msec
1	0.40516374220112356	predict(train05385,earn).
2	0.3348506290967125	predict(train05385,trade).
3	0.25998562870216385	predict(train05385,money-fx).
# proved 5195	predict(train04869,X1)  #v:[?].	2 msec
1	1.0	predict(train04869,earn).
# proved 5196	predict(train00790,X1)  #v:[?].	2 msec
1	1.0	predict(train00790,earn).
# proved 5197	predict(train03955,X1)  #v:[?].	3 msec
1	1.0	predict(train03955,earn).
# proved 5198	predict(train03959,X1)  #v:[?].	3 msec
1	1.0	predict(train03959,earn).
# proved 5199	predict(train04724,X1)  #v:[?].	5 msec
1	1.0	predict(train04724,earn).
# proved 5200	predict(train04823,X1)  #v:[?].	3 msec
1	0.8794441825361585	predict(train04823,earn).
2	0.12055581746384145	predict(train04823,acq).
# proved 5201	predict(train00835,X1)  #v:[?].	3 msec
1	1.0	predict(train00835,earn).
# proved 5202	predict(train00298,X1)  #v:[?].	6 msec
1	0.5131574623508679	predict(train00298,earn).
2	0.40488971308159505	predict(train00298,ship).
3	0.08195282456753708	predict(train00298,trade).
# proved 5203	predict(train05274,X1)  #v:[?].	4 msec
1	0.40037367122892986	predict(train05274,earn).
2	0.3418062589277109	predict(train05274,crude).
3	0.2578200698433592	predict(train05274,acq).
# proved 5204	predict(train00183,X1)  #v:[?].	4 msec
1	0.5676853507770249	predict(train00183,earn).
2	0.432314649222975	predict(train00183,acq).
# proved 5205	predict(train02748,X1)  #v:[?].	4 msec
1	0.47704927299935335	predict(train02748,earn).
2	0.396577908060887	predict(train02748,interest).
3	0.12637281893975966	predict(train02748,money-fx).
# proved 5206	predict(train03697,X1)  #v:[?].	2 msec
1	1.0	predict(train03697,earn).
# proved 5207	predict(train01197,X1)  #v:[?].	1 msec
1	1.0	predict(train01197,crude).
# proved 5208	predict(train00219,X1)  #v:[?].	3 msec
1	0.522687564459908	predict(train00219,earn).
2	0.4773124355400919	predict(train00219,acq).
# proved 5209	predict(train01710,X1)  #v:[?].	7 msec
1	0.6095144062148372	predict(train01710,earn).
2	0.39048559378516284	predict(train01710,acq).
# proved 5210	predict(train03576,X1)  #v:[?].	4 msec
1	0.5610974757704474	predict(train03576,earn).
2	0.4389025242295525	predict(train03576,acq).
# proved 5211	predict(train04725,X1)  #v:[?].	4 msec
1	1.0	predict(train04725,earn).
# proved 5212	predict(train00229,X1)  #v:[?].	2 msec
1	1.0	predict(train00229,earn).
# proved 5213	predict(train01903,X1)  #v:[?].	2 msec
1	0.5553896787765794	predict(train01903,crude).
2	0.4446103212234207	predict(train01903,earn).
# proved 5214	predict(train05276,X1)  #v:[?].	3 msec
1	0.5036338965769586	predict(train05276,earn).
2	0.41700001064046105	predict(train05276,interest).
3	0.07936609278258039	predict(train05276,money-fx).
# proved 5215	predict(train01902,X1)  #v:[?].	5 msec
1	0.46358959828650087	predict(train01902,earn).
2	0.3461276059131931	predict(train01902,money-fx).
3	0.19028279580030602	predict(train01902,interest).
# proved 5216	predict(train03503,X1)  #v:[?].	2 msec
1	1.0	predict(train03503,earn).
# proved 5217	predict(train01409,X1)  #v:[?].	2 msec
1	1.0	predict(train01409,earn).
# proved 5218	predict(train03869,X1)  #v:[?].	6 msec
1	0.3958441443680893	predict(train03869,earn).
2	0.30338027923654914	predict(train03869,acq).
3	0.30077557639536157	predict(train03869,trade).
# proved 5219	predict(train04570,X1)  #v:[?].	12 msec
1	1.0	predict(train04570,earn).
# proved 5220	predict(train03621,X1)  #v:[?].	2 msec
1	0.5617889772162412	predict(train03621,earn).
2	0.30526518493948024	predict(train03621,acq).
3	0.13294583784427866	predict(train03621,interest).
# proved 5221	predict(train01307,X1)  #v:[?].	5 msec
1	0.3053867902228956	predict(train01307,earn).
2	0.23803801489812906	predict(train01307,money-fx).
3	0.23641931591223433	predict(train01307,interest).
4	0.22015587896674113	predict(train01307,acq).
# proved 5222	predict(train00944,X1)  #v:[?].	4 msec
1	1.0	predict(train00944,earn).
# proved 5223	predict(train04156,X1)  #v:[?].	2 msec
1	1.0	predict(train04156,earn).
# proved 5224	predict(train02015,X1)  #v:[?].	6 msec
1	0.5664763205230376	predict(train02015,earn).
2	0.4335236794769623	predict(train02015,ship).
# proved 5225	predict(train03775,X1)  #v:[?].	4 msec
1	1.0	predict(train03775,earn).
# proved 5226	predict(train03140,X1)  #v:[?].	5 msec
1	1.0	predict(train03140,earn).
# proved 5227	predict(train01729,X1)  #v:[?].	4 msec
1	0.5191119770179579	predict(train01729,earn).
2	0.48088802298204214	predict(train01729,acq).
# proved 5228	predict(train01353,X1)  #v:[?].	16 msec
1	0.3836587180607162	predict(train01353,earn).
2	0.3088279375274419	predict(train01353,acq).
3	0.30751334441184175	predict(train01353,crude).
# proved 5229	predict(train04345,X1)  #v:[?].	8 msec
1	0.33902824656815383	predict(train04345,earn).
2	0.2772709033292867	predict(train04345,money-fx).
3	0.22609335938997566	predict(train04345,trade).
4	0.1576074907125838	predict(train04345,interest).
# proved 5230	predict(train02849,X1)  #v:[?].	8 msec
1	0.5317556654581352	predict(train02849,earn).
2	0.46824433454186476	predict(train02849,acq).
# proved 5231	predict(train03683,X1)  #v:[?].	8 msec
1	0.564321480445401	predict(train03683,earn).
2	0.4356785195545991	predict(train03683,interest).
# proved 5232	predict(train03324,X1)  #v:[?].	11 msec
1	0.5263206536553827	predict(train03324,earn).
2	0.42868952613256983	predict(train03324,trade).
3	0.0449898202120475	predict(train03324,acq).
# proved 5233	predict(train03510,X1)  #v:[?].	8 msec
1	0.5360853677871552	predict(train03510,earn).
2	0.4639146322128448	predict(train03510,trade).
# proved 5234	predict(train03162,X1)  #v:[?].	12 msec
1	0.4645523624316101	predict(train03162,earn).
2	0.38289241719964995	predict(train03162,trade).
3	0.15255522036874009	predict(train03162,acq).
# proved 5235	predict(train02199,X1)  #v:[?].	3 msec
1	0.6385705444672425	predict(train02199,earn).
2	0.3614294555327574	predict(train02199,acq).
# proved 5236	predict(train05218,X1)  #v:[?].	3 msec
1	1.0	predict(train05218,earn).
# proved 5237	predict(train05366,X1)  #v:[?].	3 msec
1	1.0	predict(train05366,earn).
# proved 5238	predict(train02356,X1)  #v:[?].	2 msec
1	1.0	predict(train02356,earn).
# proved 5239	predict(train02477,X1)  #v:[?].	5 msec
1	1.0	predict(train02477,earn).
# proved 5240	predict(train04734,X1)  #v:[?].	4 msec
1	0.5387751137124263	predict(train04734,earn).
2	0.46122488628757374	predict(train04734,acq).
# proved 5241	predict(train02927,X1)  #v:[?].	4 msec
1	1.0	predict(train02927,earn).
# proved 5242	predict(train00604,X1)  #v:[?].	2 msec
1	1.0	predict(train00604,earn).
# proved 5243	predict(train04465,X1)  #v:[?].	5 msec
1	1.0	predict(train04465,earn).
# proved 5244	predict(train04065,X1)  #v:[?].	5 msec
1	1.0	predict(train04065,earn).
# proved 5245	predict(train03648,X1)  #v:[?].	2 msec
1	1.0	predict(train03648,earn).
# proved 5246	predict(train02696,X1)  #v:[?].	3 msec
1	1.0	predict(train02696,earn).
# proved 5247	predict(train01562,X1)  #v:[?].	4 msec
1	1.0	predict(train01562,earn).
# proved 5248	predict(train03985,X1)  #v:[?].	2 msec
1	1.0	predict(train03985,earn).
# proved 5249	predict(train00349,X1)  #v:[?].	2 msec
1	1.0	predict(train00349,earn).
# proved 5250	predict(train02089,X1)  #v:[?].	15 msec
1	1.0	predict(train02089,earn).
# proved 5251	predict(train00079,X1)  #v:[?].	3 msec
1	0.516940767854635	predict(train00079,earn).
2	0.4665222550127969	predict(train00079,crude).
3	0.016536977132568017	predict(train00079,acq).
# proved 5252	predict(train02305,X1)  #v:[?].	16 msec
1	0.30027172814568887	predict(train02305,earn).
2	0.2585319257746605	predict(train02305,grain).
3	0.22254097313253823	predict(train02305,crude).
4	0.2186553729471125	predict(train02305,trade).
# proved 5253	predict(train05265,X1)  #v:[?].	10 msec
1	0.537894864859399	predict(train05265,earn).
2	0.462105135140601	predict(train05265,acq).
# proved 5254	predict(train02634,X1)  #v:[?].	3 msec
1	0.535579432805873	predict(train02634,earn).
2	0.4644205671941271	predict(train02634,acq).
# proved 5255	predict(train01032,X1)  #v:[?].	2 msec
1	1.0	predict(train01032,earn).
# proved 5256	predict(train04044,X1)  #v:[?].	2 msec
1	1.0	predict(train04044,earn).
# proved 5257	predict(train04711,X1)  #v:[?].	3 msec
1	1.0	predict(train04711,earn).
# proved 5258	predict(train04424,X1)  #v:[?].	2 msec
1	1.0	predict(train04424,earn).
# proved 5259	predict(train03868,X1)  #v:[?].	3 msec
1	0.5242010113869384	predict(train03868,earn).
2	0.4080382826122793	predict(train03868,acq).
3	0.06776070600078214	predict(train03868,trade).
# proved 5260	predict(train00126,X1)  #v:[?].	3 msec
1	1.0	predict(train00126,earn).
# proved 5261	predict(train01880,X1)  #v:[?].	4 msec
1	1.0	predict(train01880,earn).
# proved 5262	predict(train02688,X1)  #v:[?].	1 msec
1	0.6944356762878373	predict(train02688,acq).
2	0.3055643237121626	predict(train02688,interest).
# proved 5263	predict(train02225,X1)  #v:[?].	5 msec
1	0.5104291777920208	predict(train02225,earn).
2	0.4895708222079792	predict(train02225,acq).
# proved 5264	predict(train04830,X1)  #v:[?].	4 msec
1	0.5238036494451	predict(train04830,earn).
2	0.47619635055489995	predict(train04830,acq).
# proved 5265	predict(train04358,X1)  #v:[?].	12 msec
1	0.5999027359439113	predict(train04358,earn).
2	0.4000972640560886	predict(train04358,crude).
# proved 5266	predict(train00834,X1)  #v:[?].	9 msec
1	0.537820970740103	predict(train00834,earn).
2	0.46217902925989696	predict(train00834,acq).
# proved 5267	predict(train04147,X1)  #v:[?].	3 msec
1	1.0	predict(train04147,earn).
# proved 5268	predict(train00442,X1)  #v:[?].	3 msec
1	0.5189431189520793	predict(train00442,earn).
2	0.48105688104792066	predict(train00442,acq).
# proved 5269	predict(train04120,X1)  #v:[?].	3 msec
1	0.5323021463446802	predict(train04120,earn).
2	0.4676978536553198	predict(train04120,acq).
# proved 5270	predict(train01583,X1)  #v:[?].	4 msec
1	1.0	predict(train01583,earn).
# proved 5271	predict(train05262,X1)  #v:[?].	3 msec
1	1.0	predict(train05262,earn).
# proved 5272	predict(train04639,X1)  #v:[?].	5 msec
1	0.6564199043245922	predict(train04639,earn).
2	0.34358009567540776	predict(train04639,acq).
# proved 5273	predict(train04256,X1)  #v:[?].	2 msec
1	0.7382137046981181	predict(train04256,earn).
2	0.26178629530188186	predict(train04256,interest).
# proved 5274	predict(train05462,X1)  #v:[?].	2 msec
1	1.0	predict(train05462,earn).
# proved 5275	predict(train03064,X1)  #v:[?].	2 msec
1	1.0	predict(train03064,interest).
# proved 5276	predict(train02822,X1)  #v:[?].	22 msec
1	0.5156211123320055	predict(train02822,earn).
2	0.4843788876679945	predict(train02822,acq).
# proved 5277	predict(train02035,X1)  #v:[?].	5 msec
1	0.538328858981657	predict(train02035,earn).
2	0.4616711410183429	predict(train02035,money-fx).
# proved 5278	predict(train02003,X1)  #v:[?].	3 msec
1	0.5936660709898363	predict(train02003,earn).
2	0.4063339290101638	predict(train02003,acq).
# proved 5279	predict(train03678,X1)  #v:[?].	9 msec
1	0.5437625385552626	predict(train03678,earn).
2	0.4562374614447374	predict(train03678,trade).
# proved 5280	predict(train01089,X1)  #v:[?].	2 msec
1	1.0	predict(train01089,earn).
# proved 5281	predict(train02795,X1)  #v:[?].	3 msec
1	0.8646462858557544	predict(train02795,earn).
2	0.13535371414424563	predict(train02795,acq).
# proved 5282	predict(train04195,X1)  #v:[?].	4 msec
1	1.0	predict(train04195,earn).
# proved 5283	predict(train01468,X1)  #v:[?].	4 msec
1	1.0	predict(train01468,earn).
# proved 5284	predict(train01543,X1)  #v:[?].	3 msec
1	0.5094062902550508	predict(train01543,earn).
2	0.45366346528438617	predict(train01543,crude).
3	0.03693024446056302	predict(train01543,acq).
# proved 5285	predict(train00147,X1)  #v:[?].	3 msec
1	1.0	predict(train00147,earn).
# proved 5286	predict(train03901,X1)  #v:[?].	10 msec
1	0.5448035210179836	predict(train03901,earn).
2	0.4551964789820163	predict(train03901,acq).
# proved 5287	predict(train05182,X1)  #v:[?].	21 msec
1	0.5152188641822542	predict(train05182,earn).
2	0.48478113581774573	predict(train05182,acq).
# proved 5288	predict(train04113,X1)  #v:[?].	4 msec
1	0.518993952474347	predict(train04113,earn).
2	0.481006047525653	predict(train04113,acq).
# proved 5289	predict(train00427,X1)  #v:[?].	4 msec
1	0.5263833769018429	predict(train00427,earn).
2	0.47361662309815716	predict(train00427,acq).
# proved 5290	predict(train00020,X1)  #v:[?].	8 msec
1	0.8329058273587416	predict(train00020,earn).
2	0.1670941726412583	predict(train00020,acq).
# proved 5291	predict(train00111,X1)  #v:[?].	5 msec
1	0.47391576905401483	predict(train00111,earn).
2	0.3796706116870619	predict(train00111,trade).
3	0.11637334651841837	predict(train00111,ship).
4	0.030040272740504876	predict(train00111,grain).
# proved 5292	predict(train03564,X1)  #v:[?].	6 msec
1	1.0	predict(train03564,earn).
# proved 5293	predict(train00351,X1)  #v:[?].	3 msec
1	0.7298717202802003	predict(train00351,earn).
2	0.27012827971979975	predict(train00351,acq).
# proved 5294	predict(train00067,X1)  #v:[?].	3 msec
1	1.0	predict(train00067,earn).
# proved 5295	predict(train00691,X1)  #v:[?].	3 msec
1	1.0	predict(train00691,earn).
# proved 5296	predict(train00822,X1)  #v:[?].	6 msec
1	1.0	predict(train00822,earn).
# proved 5297	predict(train02435,X1)  #v:[?].	12 msec
1	0.390948065894603	predict(train02435,earn).
2	0.336178965464556	predict(train02435,crude).
3	0.272872968640841	predict(train02435,acq).
# proved 5298	predict(train04347,X1)  #v:[?].	5 msec
1	0.4806899736879398	predict(train04347,earn).
2	0.3586026294428225	predict(train04347,crude).
3	0.1607073968692378	predict(train04347,ship).
# proved 5299	predict(train04834,X1)  #v:[?].	6 msec
1	0.5412962901450609	predict(train04834,earn).
2	0.44903136257248355	predict(train04834,acq).
3	0.00967234728245552	predict(train04834,ship).
# proved 5300	predict(train04573,X1)  #v:[?].	5 msec
1	0.46681720534344423	predict(train04573,earn).
2	0.39407876429361227	predict(train04573,acq).
3	0.1391040303629435	predict(train04573,ship).
# proved 5301	predict(train01251,X1)  #v:[?].	4 msec
1	0.5268386404680246	predict(train01251,earn).
2	0.47316135953197536	predict(train01251,acq).
# proved 5302	predict(train03357,X1)  #v:[?].	6 msec
1	0.5359041606545778	predict(train03357,earn).
2	0.4640958393454222	predict(train03357,trade).
# proved 5303	predict(train03990,X1)  #v:[?].	9 msec
1	0.5436888013182022	predict(train03990,earn).
2	0.45631119868179776	predict(train03990,trade).
# proved 5304	predict(train03468,X1)  #v:[?].	4 msec
1	0.5204868539997441	predict(train03468,earn).
2	0.4795131460002559	predict(train03468,acq).
# proved 5305	predict(train01253,X1)  #v:[?].	1 msec
1	0.542214385796362	predict(train01253,earn).
2	0.4577856142036379	predict(train01253,acq).
# proved 5306	predict(train01048,X1)  #v:[?].	3 msec
1	1.0	predict(train01048,earn).
# proved 5307	predict(train00914,X1)  #v:[?].	2 msec
1	1.0	predict(train00914,earn).
# proved 5308	predict(train00641,X1)  #v:[?].	7 msec
1	0.3584530914639299	predict(train00641,earn).
2	0.26647224730835384	predict(train00641,grain).
3	0.24353337337872852	predict(train00641,trade).
4	0.13154128784898764	predict(train00641,crude).
# proved 5309	predict(train01436,X1)  #v:[?].	3 msec
1	0.6482591899344049	predict(train01436,earn).
2	0.35174081006559516	predict(train01436,acq).
# proved 5310	predict(train02294,X1)  #v:[?].	12 msec
1	0.5275475118682723	predict(train02294,earn).
2	0.47245248813172774	predict(train02294,trade).
# proved 5311	predict(train03526,X1)  #v:[?].	4 msec
1	1.0	predict(train03526,earn).
# proved 5312	predict(train03311,X1)  #v:[?].	17 msec
1	0.5113009162587647	predict(train03311,earn).
2	0.4886990837412352	predict(train03311,acq).
# proved 5313	predict(train01494,X1)  #v:[?].	3 msec
1	1.0	predict(train01494,earn).
# proved 5314	predict(train02220,X1)  #v:[?].	2 msec
1	1.0	predict(train02220,earn).
# proved 5315	predict(train02523,X1)  #v:[?].	5 msec
